EPOVL5YYVTDCBPK4N0,1,0,0,1,1,2,2,1,1,3,2,2,3,0,0,1,0,0,1,0,0,0,1,2,3,3,2,3,2,2,3,1,1,3,1,4,1,1,2,1,1,1,2,1,0,0,1,0
EPOVL5ZCVL56SG24N0,1,1,0,2,2,1,4,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,1,,2,,2,2,2,2,2,2,2,2,1,0,1,0
EPOVL5Z634YW9484N5,0,0,1,2,,1,3,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,2,1,5,2,2,2,2,2,2,2,2,0,0,0,1
EPOVL5ZSJ3HSNFC4N5,1,1,0,1,2,1,2,2,1,3,2,2,3,0,0,0,1,1,0,0,0,0,1,3,2,3,3,2,2,2,3,1,2,5,1,4,1,2,2,2,2,2,2,2,0,0,0,1
EPOVL5YYNLZ2LBN4N8,1,0,0,1,2,1,2,2,1,3,3,3,3,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
EPOVL5Z67ZD4BY84N1,1,1,0,1,2,1,2,2,1,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,1,5,2,3,2,2,2,2,2,2,2,2,0,0,1,0
EPOVL65CC59WVCQ4N8,1,1,0,2,2,1,2,2,2,4,1,4,4,0,0,0,0,0,0,0,0,0,0,4,2,3,3,3,4,4,2,1,1,7,2,1,2,2,2,2,2,2,2,2,0,0,1,0
EPOVL6F7F76FPH84N5,,,,2,,,,,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,2,,2,,2,2,2,2,2,2,2,2,0,0,0,1
EPOVL5ZDMLST6R34N9,1,0,0,2,2,1,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,1,3,2,2,1,5,2,4,2,2,2,2,2,2,2,2,0,1,1,0
EPOVL5ZRTQTCM274N8,1,1,0,1,2,1,2,2,2,4,4,4,3,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,1,1,4,2,3,2,2,2,2,2,2,2,2,0,0,1,0
EPOVL66LVM2RNZH4N1,1,0,0,2,1,2,2,2,1,4,4,4,4,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,4,4,4,1,1,4,2,2,2,2,2,2,2,1,2,2,1,0,0,0
EPOVL5ZG4B5ZB5X4N2,1,1,0,1,2,1,2,2,1,2,3,2,2,0,0,0,0,0,0,0,0,0,0,3,2,4,3,4,3,3,3,1,1,3,2,3,2,2,2,2,2,2,2,2,0,0,1,0
EPOVL5ZF6KYK2XV4N8,1,0,0,2,2,1,2,2,1,4,3,4,3,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,3,2,4,2,2,6,2,3,2,2,2,2,2,2,2,2,0,0,0,1
EPOVL65Q2BF2NT84N5,1,1,0,1,2,1,2,2,1,4,4,4,4,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,1,2,2,4,2,2,2,2,2,2,2,2,1,0,0,0
EPOVL6QWT4LBKDN4N6,1,0,0,2,2,1,2,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
EPOVL5ZQN9D4QVH4N4,1,1,0,1,2,1,2,2,1,4,4,3,3,0,0,0,0,0,1,0,0,0,1,3,2,3,4,4,4,4,3,1,1,2,2,6,2,2,2,2,2,2,2,2,1,0,0,0
EPOVL5YML8NVXNJ4N8,1,0,0,2,2,1,2,2,2,2,3,3,4,0,0,0,0,0,1,1,0,0,1,3,3,3,2,3,3,3,3,1,1,4,2,4,1,2,2,2,2,1,2,2,0,0,0,1
EPOVL6RP2TQMHMP4N1,1,1,0,1,2,1,2,2,2,4,4,3,4,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,1,0
EPOVL5YM7BRRCHH4N6,1,1,0,1,2,1,2,2,1,4,4,4,4,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,3,3,3,1,1,5,2,4,2,2,2,2,2,2,2,2,0,0,0,1
EPOVL5ZMZXXMSQ44N7,1,1,0,2,2,1,2,2,1,1,2,2,3,1,0,1,1,1,0,1,0,0,1,2,1,2,1,1,1,1,3,1,2,7,1,1,1,1,1,2,2,2,2,2,0,0,1,1
EPOVL6PHX7JSHCQ4N8,0,1,0,1,,2,,,,4,3,3,4,0,0,1,1,0,1,0,0,0,1,4,3,4,3,3,4,3,3,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,0,0
EPOVL6TSJKG9WJ34N7,0,0,0,1,,,4,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,,2,3,2,2,2,2,2,2,2,2,0,0,0,1
EPOVL5ZS9P84PYL4N4,1,1,0,1,2,1,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,2,3,2,4,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,1,0
EPOVL668S3V7T9H4N3,1,1,0,1,2,2,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
EPOVL5ZX7HVS9G74N9,1,0,0,2,2,1,2,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,0,3,4,4,3,3,3,3,3,1,1,4,2,4,2,1,2,2,2,2,2,2,0,0,0,1
EPOVL64YXVL959T4N3,1,0,0,1,2,1,4,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,1,1,,2,,2,2,2,2,2,2,2,2,1,0,0,0
EPOVL6SW95RQTPR4N5,1,0,0,1,2,1,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,3,3,3,1,1,2,2,4,2,2,2,2,2,2,2,2,0,0,0,1
EPOVL5ZYNJQFKDT4N8,1,1,0,2,2,1,2,2,2,3,4,4,4,0,0,0,0,0,0,0,0,0,0,3,2,2,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,1,0
EPOVL6R377DJMXD4N2,1,0,0,2,2,1,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,1,5,2,3,2,2,2,2,2,2,2,2,0,0,0,1
EPOVL67DBQGRKP94N5,1,1,0,1,2,1,2,2,2,3,3,4,4,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,4,4,4,1,1,4,2,3,2,2,2,2,2,2,2,2,0,0,1,0
EPOVL5ZL3MP5R7B4N7,1,1,0,1,2,1,4,2,2,4,4,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
EPOVL5ZXG7W8MZP4N5,1,0,0,2,2,1,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
EPOVL65F5R9WBGK4N4,,,,2,,,,,1,3,4,4,4,0,0,0,0,0,0,0,0,0,0,3,4,4,3,4,4,4,4,1,1,4,2,4,2,2,2,2,2,2,2,2,1,0,0,0
EPOVL6FPK895Q3T4N3,1,1,0,1,2,1,2,2,1,3,3,3,4,0,0,0,0,0,0,1,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,1,0
EPOVL6SS52B8HWJ4N6,1,1,0,1,2,1,2,2,2,4,4,4,3,0,0,0,0,0,0,0,0,0,0,4,3,3,4,4,3,3,4,1,1,4,2,3,2,2,2,2,2,2,2,2,0,0,0,1
EPOVL6R88YLY6YY4N9,1,1,0,2,2,1,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,2,2,4,2,4,2,2,2,2,2,2,2,2,0,1,0,0
EPOVL6RZB5VJ84K4N5,1,1,0,1,2,1,,,,4,4,3,4,0,0,0,0,0,0,0,0,0,0,3,3,4,4,3,4,3,4,1,2,4,2,2,2,2,2,2,2,2,2,2,0,0,0,1
EPOVL6R24XKMQYY4N1,0,0,0,2,,2,2,2,2,2,1,3,4,0,0,1,0,0,0,0,0,0,1,3,3,1,2,2,2,2,2,2,1,4,2,3,2,1,2,1,2,2,2,2,0,1,0,0
EPOVL6TDYZF4RQK4N8,1,1,0,1,2,1,2,2,2,2,3,3,3,0,0,0,0,0,0,0,0,0,0,4,3,3,2,3,3,3,3,1,1,6,2,4,2,2,2,2,2,2,2,2,0,0,1,0
EPOVL6STYBSRS8S4N4,1,0,0,2,1,1,2,2,1,3,3,3,4,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,4,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,1,0,0,0
EPOVL6QW8SNT9624N2,1,1,0,1,2,1,2,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,1,1,5,2,4,2,2,2,2,2,2,2,2,0,0,0,1
EPOVL677LPZR58S4N3,1,0,0,1,2,1,2,2,1,3,3,3,3,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,1,0,0,0
EPOVL6X23VQYRLX4N5,1,0,0,1,2,1,2,2,2,4,3,4,3,0,0,0,0,0,0,0,0,0,0,4,3,4,4,4,4,4,3,1,1,4,2,5,2,2,2,2,2,2,2,2,0,0,1,0
EPOVL6NV5P4V6HD4N2,1,0,0,1,2,1,2,2,2,3,3,4,4,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,3,4,3,1,1,4,2,3,2,2,2,2,2,2,2,2,0,0,0,1
